mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va
72	72	221	221	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1085									184					
72	72	885/4	885/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1086									184					
72	72	443/2	443/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1087									184					
72	72	887/4	887/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1088									184					
72	72	222	222	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1089									184					
72	72	889/4	889/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1090														
72	72	439/2	439/2	0.0	0	0	Spanner	3/4	2	1	0															23				
72	72	439/2	439/2	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1091										23				
72	72	443/2	443/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1092										23				
72	72	441/2	441/2	2.0	1/4	1/4	Chord	3/4	2	2	1/2			1/2	1	1093										23				
73	73	445/2	445/2	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0						
73	73	445/2	445/2	0.125	0	0	Chord	3/4	1	1	1/32			1/32	1	1094									185					
73	73	1781/8	1781/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32			1/32	1	1095									185					
73	73	891/4	891/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	1096									185					
73	73	1783/8	1783/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	1097														
73	73	223	223	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p													
73	73	223	223	0.0	1/8	1/8	Spanner	3/4	1	1	0																26			
73	73	223	223	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1098											26			
73	73	447/2	447/2	0.0	1/4	1/4	Tempo	3/4	1	1	0									𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0						
73	73	447/2	447/2	0.0	1/4	1/4	Spanner	3/4	1	1	0																			
73	73	224	224	0.0	3/8	3/8	Spanner	3/4	1	1	0																	36		
73	73	224	224	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1099		articStaccatoAbove							186			36		
73	73	225	225	0.0	5/8	5/8	Tempo	3/4	1	1	0									𝅘𝅥=105	105.0	𝅘𝅥	105.0	0.0	186			36		
73	73	225	225	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1100		articStaccatoAbove							186			36		
73	73	447/2	447/2	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	1101									187			36		
73	73	223	223	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1102									188	23				
73	73	447/2	447/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	1103									188, 189	23				
73	73	445/2	445/2	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	1104										23				
74	74	451/2	451/2	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0	186					
74	74	451/2	451/2	0.0	0	0	Spanner	3/4	1	1	0														186					
74	74	451/2	451/2	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1105									186					
74	74	226	226	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1106		articStaccatoAbove												
74	74	453/2	453/2	0.0	1/4	1/4	Dynamic	3/4	1	1	0						pp													
74	74	227	227	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1107									190					
74	74	909/4	909/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1108									190					
74	74	455/2	455/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1109									190					
74	74	911/4	911/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1110									190					
74	74	228	228	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1111									190					
74	74	913/4	913/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1112														
74	74	451/2	451/2	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1113														
74	74	451/2	451/2	0.0	0	0	Spanner	3/4	2	1	0																			
74	74	451/2	451/2	0.0	0	0	Spanner	3/4	2	1	0															24				
74	74	451/2	451/2	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1114										24				
74	74	453/2	453/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	1115										24				
74	74	455/2	455/2	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	1116										24				
75	75	457/2	457/2	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0						
75	75	457/2	457/2	0.125	0	0	Chord	3/4	1	1	1/32			1/32	1	1117									191					
75	75	1829/8	1829/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32			1/32	1	1118									191					
75	75	915/4	915/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	1119									191					
75	75	1831/8	1831/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	1120														
75	75	229	229	0.0	1/8	1/8	Tempo	3/4	1	1	0									𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0						
75	75	230	230	0.0	3/8	3/8	Tempo	3/4	1	1	0									𝅘𝅥=105	105.0	𝅘𝅥	105.0	0.0						
75	75	230	230	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1121		articAccentStaccatoAbove							192					
75	75	231	231	0.0	5/8	5/8	Tempo	3/4	1	1	0									𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0						
75	75	231	231	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1122		articStaccatoAbove												
75	75	229	229	0.0	1/8	1/8	Spanner	3/4	2	1	0															24	27			
75	75	229	229	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1123									193	24	27			
75	75	459/2	459/2	0.0	1/4	1/4	Spanner	3/4	2	1	0														193	24				
75	75	459/2	459/2	0.0	1/4	1/4	Spanner	3/4	2	1	0														193	24		37		
75	75	459/2	459/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1124									193, 194	24		37		
75	75	461/2	461/2	0.0	1/2	1/2	Spanner	3/4	2	1	0															24				
75	75	461/2	461/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1125										24				
75	75	457/2	457/2	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	1126										24				
76	76	463/2	463/2	0.0	0	0	Dynamic	3/4	1	1	0						pp													
76	76	467/2	467/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1127									195					
76	76	935/4	935/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1128									195					
76	76	234	234	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1129									195					
76	76	937/4	937/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1130									195					
76	76	463/2	463/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1131		articStaccatoBelow							196	24				
76	76	465/2	465/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1132		articStaccatoBelow							196	24				
76	76	467/2	467/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1133		articStaccatoBelow								24				
77	77	469/2	469/2	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1134									195					
77	77	235	235	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1135									195					
77	77	941/4	941/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1136									195					
77	77	471/2	471/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1137									195					
77	77	943/4	943/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1138														
77	77	473/2	473/2	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=115	115.0	𝅘𝅥	115.0	0.0						
77	77	473/2	473/2	0.0	1/2	1/2	Spanner	3/4	1	1	0																		0	
77	77	473/2	473/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1139									197				0	
77	77	947/4	947/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1140									197				0	
77	77	237	237	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1141									197				0	
77	77	949/4	949/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1142									197				0	
77	77	469/2	469/2	0.0	0	0	Spanner	3/4	2	1	0																			
77	77	469/2	469/2	0.0	0	0	Spanner	3/4	2	1	0															25				
77	77	236	236	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1143		articAccentAbove							198	25				
77	77	473/2	473/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1144										25				
77	77	469/2	469/2	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1145		articStaccatoBelow							199	25				
77	77	471/2	471/2	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	1146		articStaccatoBelow								25				
78	78	475/2	475/2	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1147									197				0	
78	78	238	238	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1148									197				0	
78	78	953/4	953/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1149									197				0	
78	78	477/2	477/2	0.0	1/4	1/4	Spanner	3/4	1	1	0														197					
78	78	477/2	477/2	0.0	1/4	1/4	Spanner	3/4	1	1	0														197				1	
78	78	477/2	477/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1150									197				1	
78	78	955/4	955/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1151													1	
78	78	479/2	479/2	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0					1	
78	78	479/2	479/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1152									200				1	
78	78	959/4	959/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1153									200				1	
78	78	240	240	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1154									200				1	
78	78	961/4	961/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1155													1	
78	78	239	239	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1156		articAccentAbove							201	25				
78	78	479/2	479/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1157										25				
78	78	475/2	475/2	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1158		articStaccatoBelow							202	25				
78	78	477/2	477/2	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	1159		articStaccatoBelow								25				
79	79	241	241	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1160									203				1	
79	79	965/4	965/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1161									203				1	
79	79	483/2	483/2	0.0	1/4	1/4	Spanner	3/4	1	1	0														203					
79	79	483/2	483/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1162									203					
79	79	967/4	967/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1163														
79	79	485/2	485/2	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=125	125.0	𝅘𝅥	125.0	0.0						
79	79	485/2	485/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1164									204					
79	79	971/4	971/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1165									204					
79	79	243	243	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1166									204					
79	79	973/4	973/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1167														
79	79	242	242	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1168									205	25				
79	79	485/2	485/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1169									205	25				
79	79	243	243	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1170										25				
79	79	481/2	481/2	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1171		articStaccatoBelow							206	25				
79	79	483/2	483/2	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	1172		articStaccatoBelow								25				
80	80	487/2	487/2	0.0	0	0	Dynamic	3/4	1	1	0						f													
80	80	487/2	487/2	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1173									207					
80	80	975/4	975/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1174									207					
80	80	244	244	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1175									207					
80	80	977/4	977/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1176									207					
80	80	489/2	489/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1177									207					
80	80	979/4	979/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1178														
80	80	245	245	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1179									208					
80	80	981/4	981/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1180									208					
80	80	491/2	491/2	0.0	1/2	1/2	Spanner	3/4	1	1	0														208			38		
80	80	491/2	491/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1181									208			38		
80	80	983/4	983/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1182									208			38		
80	80	246	246	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1183									208			38		
80	80	985/4	985/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1184												38		
80	80	487/2	487/2	0.0	0	0	Spanner	3/4	2	1	0																			
80	80	487/2	487/2	0.0	0	0	Spanner	3/4	2	1	0															26				
80	80	487/2	487/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1185		articStaccatoAbove							209	26				
80	80	489/2	489/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1186		articStaccatoBelow								26				
81	81	493/2	493/2	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1187									210			38		
81	81	987/4	987/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1188									210			38		
81	81	247	247	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1189									210			38		
81	81	989/4	989/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1190									210			38		
81	81	495/2	495/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1191									210			38		
81	81	991/4	991/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1192												38		
81	81	248	248	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1193									211			38		
81	81	993/4	993/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1194									211			38		
81	81	497/2	497/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1195									211			38		
81	81	995/4	995/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1196									211			38		
81	81	249	249	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1197									211			38		
81	81	997/4	997/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1198												38		
81	81	493/2	493/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1199		articStaccatoAbove								26				
82	82	499/2	499/2	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1200									212			38		
82	82	999/4	999/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1201									212			38		
82	82	250	250	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1202									212			38		
82	82	1001/4	1001/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1203									212			38		
82	82	501/2	501/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1204									212			38		
82	82	1003/4	1003/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1205												38		
82	82	251	251	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1206									213			38		
82	82	1005/4	1005/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1207									213			38		
82	82	503/2	503/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1208									213			38		
82	82	1007/4	1007/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1209									213			38		
82	82	252	252	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1210									213			38		
82	82	1009/4	1009/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1211												38		
83	83	505/2	505/2	0.0	0	0	Dynamic	3/4	1	1	0						pp													
83	83	505/2	505/2	0.0	0	0	Spanner	3/4	1	1	0																			
83	83	505/2	505/2	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1212									214					
83	83	1011/4	1011/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1213									214					
83	83	253	253	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1214									214					
83	83	1013/4	1013/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1215									214					
83	83	507/2	507/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1216									214					
83	83	1015/4	1015/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1217														
83	83	254	254	0.0	3/8	3/8	Tempo	3/4	1	1	0									𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0						
83	83	254	254	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1218									215					
83	83	1017/4	1017/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1219									215					
83	83	509/2	509/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1220									215					
83	83	1019/4	1019/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1221									215					
83	83	255	255	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1222									215					
83	83	1021/4	1021/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1223														
83	83	505/2	505/2	0.0	0	0	Spanner	3/4	2	1	0															27				
83	83	505/2	505/2	0.0	0	0	Spanner	3/4	2	1	0															27				
84	84	511/2	511/2	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0						
84	84	511/2	511/2	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1224									216					
84	84	1023/4	1023/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1225									216					
84	84	256	256	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1226									216					
84	84	1025/4	1025/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1227									216					
84	84	513/2	513/2	0.0	1/4	1/4	Tempo	3/4	1	1	0									𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0	216					
84	84	513/2	513/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1228									216					
84	84	1027/4	1027/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1229														
84	84	257	257	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1230									217					
84	84	1029/4	1029/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1231									217					
84	84	515/2	515/2	0.0	1/2	1/2	Spanner	3/4	1	1	0														217		28			
84	84	515/2	515/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1232									217		28			
84	84	1031/4	1031/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1233									217		28			
84	84	258	258	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1234									217		28			
84	84	1033/4	1033/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1235											28			
84	84	513/2	513/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1236		articAccentAbove								27				
84	84	515/2	515/2	0.0	1/2	1/2	Dynamic	3/4	2	1	0						other-dynamics									27				
84	84	515/2	515/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1237		articAccentAbove								27				
84	84	513/2	513/2	0.0	1/4	1/4	Spanner	3/4	2	2	0															27	29			
84	84	513/2	513/2	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1238		articAccentBelow								27	29			
84	84	257	257	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1239		articAccentBelow								27	29			
84	84	515/2	515/2	0.0	1/2	1/2	Spanner	3/4	2	2	0															27				
85	85	517/2	517/2	0.0	0	0	Dynamic	3/4	1	1	0						mf													
85	85	517/2	517/2	0.0	0	0	Spanner	3/4	1	1	0																			
85	85	517/2	517/2	0.0	0	0	Spanner	3/4	1	1	0																30			
85	85	517/2	517/2	0.16666666666666666	0	0	Chord	3/4	1	1	1/24			1/16	2/3	1240									218		30			
85	85	776/3	776/3	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24			1/16	2/3	1241									218		30			
85	85	1553/6	1553/6	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24			1/16	2/3	1242									218		30			
85	85	259	259	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24			1/16	2/3	1243									218		30			
85	85	1555/6	1555/6	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24			1/16	2/3	1244									218		30			
85	85	778/3	778/3	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24			1/16	2/3	1245									218		30			
85	85	519/2	519/2	0.0	1/4	1/4	Dynamic	3/4	1	1	0						f								218					
85	85	519/2	519/2	0.0	1/4	1/4	Spanner	3/4	1	1	0														218					
85	85	519/2	519/2	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24			1/16	2/3	1246									218					
85	85	779/3	779/3	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24			1/16	2/3	1247									218					
85	85	1559/6	1559/6	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24			1/16	2/3	1248														
85	85	260	260	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24			1/16	2/3	1249									219					
85	85	1561/6	1561/6	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24			1/16	2/3	1250									219					
85	85	781/3	781/3	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24			1/16	2/3	1251									219					
85	85	521/2	521/2	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24			1/16	2/3	1252									219					
85	85	782/3	782/3	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24			1/16	2/3	1253									219					
85	85	1565/6	1565/6	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24			1/16	2/3	1254									219					
85	85	261	261	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24			1/16	2/3	1255									219					
85	85	1567/6	1567/6	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24			1/16	2/3	1256									219					
85	85	784/3	784/3	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24			1/16	2/3	1257														
85	85	517/2	517/2	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1258									220	27				
85	85	517/2	517/2	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1259									221	27				
85	85	519/2	519/2	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	1260										27				
86	86	523/2	523/2	0.0	0	0	Spanner	3/4	1	1	0																	39		
86	86	523/2	523/2	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1261												39		
86	86	525/2	525/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1262												39		
86	86	527/2	527/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1263												39		
86	86	523/2	523/2	0.0	0	0	Spanner	3/4	2	1	0														220					
86	86	523/2	523/2	0.0	0	0	Spanner	3/4	2	1	0														220	28				
86	86	523/2	523/2	0.16666666666666666	0	0	Chord	3/4	2	1	1/24			1/16	2/3	1264									220, 222	28				
86	86	785/3	785/3	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24			1/16	2/3	1265									220, 222	28				
86	86	1571/6	1571/6	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24			1/16	2/3	1266									220, 222	28				
86	86	262	262	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24			1/16	2/3	1267									220, 222	28				
86	86	1573/6	1573/6	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24			1/16	2/3	1268									220, 222	28				
86	86	787/3	787/3	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24			1/16	2/3	1269									220, 222	28				
86	86	525/2	525/2	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24			1/16	2/3	1270									220, 222	28				
86	86	788/3	788/3	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24			1/16	2/3	1271									220, 222	28				
86	86	1577/6	1577/6	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24			1/16	2/3	1272									220	28				
86	86	263	263	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24			1/16	2/3	1273									220, 223	28				
86	86	1579/6	1579/6	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24			1/16	2/3	1274									220, 223	28				
86	86	790/3	790/3	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24			1/16	2/3	1275									220, 223	28				
86	86	527/2	527/2	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24			1/16	2/3	1276									223	28				
86	86	791/3	791/3	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24			1/16	2/3	1277									223	28				
86	86	1583/6	1583/6	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24			1/16	2/3	1278									223	28				
86	86	264	264	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24			1/16	2/3	1279									223	28				
86	86	1585/6	1585/6	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24			1/16	2/3	1280									223	28				
86	86	793/3	793/3	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24			1/16	2/3	1281										28				
87	87	529/2	529/2	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0				39		
87	87	529/2	529/2	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1282									224			39		
87	87	531/2	531/2	0.0	1/4	1/4	Tempo	3/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	224			39		
87	87	531/2	531/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1283		articAccentAbove							224			39		
87	87	3727/14	3727/14	0.0	3/7	3/7	Spanner	3/4	1	1	0														224					
87	87	533/2	533/2	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0						
87	87	533/2	533/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1284		articAccentBelow												
87	87	267	267	0.0	5/8	5/8	Tempo	3/4	1	1	0									𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0						
